sku,name,price,brand,category,rating,reviews_count,url,release_date,updated_at,cpu,cpu_speed,gpu,ram,storage,rearcam_specs,frontcam_specs,screen_size,screen_panel,screen_res,screen_rate,os,water_resistant,battery,charger,weight,material,connectivity,network,ports
320992,Máy tính bảng OPPO Pad Neo 4G 8GB/128GB,7850000,OPPO,Tablet,4.9,11000,https://www.thegioididong.com/may-tinh-bang/oppo-pad-neo,01/2024,2025-09-09 19:32:57,MediaTek Helio G99,2.2 GHz,Mali-G57 MC2,8 GB,128 GB,8 MP,8 MP,"11.4""",IPS LCD,1720 x 2408 Pixels,90 Hz,Android 13,,8000 mAh,33 W,538 g,"Khung kim loại & Mặt lưng kính, nhôm","v5.2, LE, A2DP, Wi-Fi hotspot, Wi-Fi Direct, Wi-Fi 802.11 a/b/g/n/ac, Dual-band, OTG",Hỗ trợ 4G,Type-C
325530,Máy tính bảng iPad Pro M4 11 inch 5G 512GB,37290000,iPad (Apple),Tablet,5.0,92,https://www.thegioididong.com/may-tinh-bang/ipad-pro-m4-11-inch-wifi-cellular-512gb,05/2024,2025-09-09 19:32:58,Apple M4 9 nhân,Hãng không công bố,Apple GPU 10 nhân,8 GB,512 GB,12 MP,12 MP,"11""",Ultra Retina XDR,1668 x 2420 Pixels,120 Hz,iPadOS 17,,31.29 Wh,20 W,446 g,Nhôm nguyên khối,"v5.3, Wi-Fi hotspot, Wi-Fi 6E, MIMO, Dual-band",5G,Type-C
331231,Máy tính bảng iPad mini 7 WiFi 512GB,21090000,iPad (Apple),Tablet,5.0,56,https://www.thegioididong.com/may-tinh-bang/ipad-mini-7-wifi-512gb,10/2024,2025-09-09 19:33:00,Apple A17 Pro 6 nhân,3.78 GHz,Apple GPU 5 nhân,8 GB,512 GB,12 MP,12 MP,"8.3""",LED-backlit IPS LCD,1488 x 2266 Pixels,,iPadOS 18,,19.3 Wh,20 W,293 g,Nhôm nguyên khối,"Wi-Fi 6E, MIMO, iBeacon, Dual-band, v5.3",,
320992,Máy tính bảng OPPO Pad Neo 4G 8GB/128GB,7850000,OPPO,Tablet,4.9,11000,https://www.thegioididong.com/may-tinh-bang/oppo-pad-neo,01/2024,2025-09-09 19:33:03,MediaTek Helio G99,2.2 GHz,Mali-G57 MC2,8 GB,128 GB,8 MP,8 MP,"11.4""",IPS LCD,1720 x 2408 Pixels,90 Hz,Android 13,,8000 mAh,33 W,538 g,"Khung kim loại & Mặt lưng kính, nhôm","v5.2, LE, A2DP, Wi-Fi hotspot, Wi-Fi Direct, Wi-Fi 802.11 a/b/g/n/ac, Dual-band, OTG",Hỗ trợ 4G,Type-C
325992,Máy tính bảng Xiaomi Redmi Pad Pro WiFi 8GB/256GB,8630000,Xiaomi,Tablet,4.9,3435,https://www.thegioididong.com/may-tinh-bang/xiaomi-redmi-pad-pro-8gb-256gb,06/2024,2025-09-09 19:33:03,Snapdragon 7s Gen 2 8 nhân,4 nhân 2.3 GHz & 4 nhân 1.95 GHz,Adreno 710,8 GB,256 GB,8 MP,8 MP,"12.1""",IPS LCD,1600 x 2560 Pixels,120 Hz,Xiaomi HyperOS (Android 14),,10000 mAh,33 W,571 g,Kim loại nguyên khối,"Wi-Fi Direct, Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi 6, MIMO, Dual-band, v5.2",,3.5 mm
320989,Máy tính bảng TCL Tab 10L Gen 2 WiFi 3GB/32GB,2250000,TCL,Tablet,4.9,7143,https://www.thegioididong.com/may-tinh-bang/tcl-tab-10l-gen-2,08/2023,2025-09-09 19:33:03,MediaTek MT8766,1.8 GHz,IMG PowerVR GE8300,3 GB,32 GB,2 MP,2 MP,"10.1""",IPS LCD,800 x 1280 Pixels,60 Hz,Android 13,,6000 mAh,10 W,472 g,Khung nhựa & Mặt lưng kim loại,"Wi-Fi 802.11 a/b/g/n/ac, v5.0",,3.5 mm
325988,Máy tính bảng Xiaomi Redmi Pad Pro WiFi 6GB/128GB,6960000,Xiaomi,Tablet,4.9,17225,https://www.thegioididong.com/may-tinh-bang/xiaomi-redmi-pad-pro-6gb-128gb,06/2024,2025-09-09 19:33:04,Snapdragon 7s Gen 2 8 nhân,4 nhân 2.3 GHz & 4 nhân 1.95 GHz,Adreno 710,6 GB,128 GB,8 MP,8 MP,"12.1""",IPS LCD,1600 x 2560 Pixels,120 Hz,Xiaomi HyperOS (Android 14),,10000 mAh,33 W,571 g,Kim loại nguyên khối,"Wi-Fi Direct, Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi 6, MIMO, Dual-band, v5.2",,3.5 mm
315390,Máy tính bảng Samsung Galaxy Tab A9 WiFi 4GB/64GB,3620000,Samsung,Tablet,4.9,10642,https://www.thegioididong.com/may-tinh-bang/samsung-galaxy-tab-a9,10/2023,2025-09-09 19:33:04,MediaTek Helio G99,2.2 GHz,Mali-G57 MC2,4 GB,64 GB,8 MP,2 MP,"8.7""",TFT LCD,800 x 1340 Pixels,60 Hz,Android 13,,5100 mAh,15 W,332 g,Nhôm nguyên khối,"Wi-Fi Direct, Wi-Fi 802.11 a/b/g/n/ac, Dual-band, v5.3",,3.5 mm
335270,Máy tính bảng iPad Air M3 11 inch WiFi 1TB,28090000,iPad (Apple),Tablet,5.0,16,https://www.thegioididong.com/may-tinh-bang/ipad-air-m3-11-inch-wifi-1tb,03/2025,2025-09-09 19:33:04,Apple M3 8 nhân,Hãng không công bố,Apple GPU 9 nhân,8 GB,1 TB,12 MP,12 MP,"11""",Retina IPS LCD,1640 x 2360 Pixels,,iPadOS 18,,28.93 Wh,20 W,460 g,Nhôm nguyên khối,"v5.3, Wi-Fi 6E, MIMO, Dual-band",,Type-C
339285,Máy tính bảng OPPO Pad SE WiFi 4GB/128GB,5400000,OPPO,Tablet,5.0,872,https://www.thegioididong.com/may-tinh-bang/oppo-pad-se-wifi-4gb-128gb,07/2025,2025-09-09 19:33:06,MediaTek Helio G100 8 nhân,2 nhân 2.2 GHz & 6 nhân 2 GHz,Mali-G57 MC2,4 GB,128 GB,5 MP,5 MP,"11.35""",IPS LCD,1200 x 2000 Pixels,90 Hz,Android 15,IPX2,9340 mAh,33 W,530 g,Khung nhựa & Mặt lưng hợp kim nhôm,"Wi-Fi Display, Wi-Fi 802.11 a/b/g/n, Wi-Fi 5, Dual-band, OTG, v5.0",,Type-C
335311,Máy tính bảng iPad A16 5G 128GB,13290000,iPad (Apple),Tablet,5.0,960,https://www.thegioididong.com/may-tinh-bang/ipad-11-5g-128gb,03/2025,2025-09-09 19:33:07,Apple A16 5 nhân,Hãng không công bố,Apple GPU 4 nhân,6 GB,128 GB,12 MP,12 MP,"11""",Retina IPS LCD,1640 x 2360 Pixels,60 Hz,iPadOS 18,,28.93 Wh,20 W,481 g,Nhôm nguyên khối,"Wi-Fi 6, MIMO, Dual-band, v5.3",5G,Type-C
322613,Máy tính bảng OPPO Pad Neo WiFi 6GB/128GB,6570000,OPPO,Tablet,4.9,3120,https://www.thegioididong.com/may-tinh-bang/oppo-pad-neo-6gb,01/2024,2025-09-09 19:33:07,MediaTek Helio G99,2.2 GHz,Mali-G57 MC2,6 GB,128 GB,8 MP,8 MP,"11.4""",IPS LCD,1720 x 2408 Pixels,90 Hz,Android 13,,8000 mAh,33 W,538 g,"Khung kim loại & Mặt lưng kính, nhôm","v5.2, LE, A2DP, Wi-Fi Direct, Wi-Fi 802.11 a/b/g/n/ac, Dual-band, OTG",,Type-C
322134,Máy tính bảng Samsung Galaxy Tab S6 Lite 2024 4G 4GB/64GB,6860000,Samsung,Tablet,4.9,2801,https://www.thegioididong.com/may-tinh-bang/samsung-galaxy-tab-s6-lite-2024,04/2024,2025-09-09 19:33:09,Exynos 1280 8 nhân,2 nhân 2.4 GHz & 6 nhân 2 GHz,Mali-G68,4 GB,64 GB,8 MP,5 MP,"10.4""",TFT LCD,1200 x 2000 Pixels,60 Hz,Android 14,,7040 mAh,15 W,467 g,Kim loại nguyên khối,"v5.3, Wi-Fi hotspot, Wi-Fi Direct, Wi-Fi 802.11 a/b/g/n/ac, Dual-band",Hỗ trợ 4G,3.5 mm
322613,Máy tính bảng OPPO Pad Neo WiFi 6GB/128GB,6570000,OPPO,Tablet,4.9,3120,https://www.thegioididong.com/may-tinh-bang/oppo-pad-neo-6gb,01/2024,2025-09-09 19:33:09,MediaTek Helio G99,2.2 GHz,Mali-G57 MC2,6 GB,128 GB,8 MP,8 MP,"11.4""",IPS LCD,1720 x 2408 Pixels,90 Hz,Android 13,,8000 mAh,33 W,538 g,"Khung kim loại & Mặt lưng kính, nhôm","v5.2, LE, A2DP, Wi-Fi Direct, Wi-Fi 802.11 a/b/g/n/ac, Dual-band, OTG",,Type-C
325989,Máy tính bảng Xiaomi Redmi Pad Pro WiFi 8GB/128GB,7650000,Xiaomi,Tablet,4.9,2412,https://www.thegioididong.com/may-tinh-bang/xiaomi-redmi-pad-pro-8gb-128gb,06/2024,2025-09-09 19:33:11,Snapdragon 7s Gen 2 8 nhân,4 nhân 2.3 GHz & 4 nhân 1.95 GHz,Adreno 710,8 GB,128 GB,8 MP,8 MP,"12.1""",IPS LCD,1600 x 2560 Pixels,120 Hz,Xiaomi HyperOS (Android 14),,10000 mAh,33 W,571 g,Kim loại nguyên khối,"Wi-Fi Direct, Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi 6, MIMO, Dual-band, v5.2",,3.5 mm
340148,Máy tính bảng Masstel Tab 11 Ultra 4G 4GB/128GB,3990000,Masstel,Tablet,5.0,129,https://www.thegioididong.com/may-tinh-bang/masstel-tab-11-ultra-4gb-128gb,06/2025,2025-09-09 19:33:12,Unisoc T606 8 nhân,1.6 GHz,Mali-G57,4 GB,128 GB,13 MP,5 MP,"10.95""",IPS LCD,1200 x 1920 Pixels,60 Hz,Android 15,,8000 mAh,18 W,500 g,Khung nhựa & Mặt lưng nhôm,"Có, OTG",Hỗ trợ 4G,Type-C
325524,Máy tính bảng iPad Air 6 M2 11 inch 5G 1TB,28390000,iPad (Apple),Tablet,5.0,19,https://www.thegioididong.com/may-tinh-bang/ipad-air-m2-11-inch-wifi-cellular-1tb,05/2024,2025-09-09 19:33:12,Apple M2 8 nhân,Hãng không công bố,Apple GPU 9 nhân,8 GB,1 TB,12 MP,12 MP,"11""",Retina IPS LCD,1640 x 2360 Pixels,,iPadOS 17,,28.93 Wh,20 W,462 g,Nhôm nguyên khối,"v5.3, Wi-Fi hotspot, Wi-Fi 6E, MIMO, Dual-band",5G,Type-C
328521,Máy tính bảng Xiaomi Redmi Pad SE 8.7 WiFi 4GB/128GB,3920000,Xiaomi,Tablet,5.0,928,https://www.thegioididong.com/may-tinh-bang/redmi-pad-se-8-7-wifi-4gb-128gb,08/2024,2025-09-09 19:33:12,MediaTek Helio G85 8 nhân,2 nhân 2.0 GHz & 6 nhân 1.8 GHz,Mali-G52 MC2,4 GB,128 GB,8 MP,5 MP,"8.7""",IPS LCD,800 x 1340 Pixels,90 Hz,Android 14,,6650 mAh,18 W,375 g,Nhựa nguyên khối,"Wi-Fi 802.11 a/b/g/n/ac, Dual-band, v5.3",,3.5 mm
311061,Máy tính bảng Samsung Galaxy Tab S9 WiFi 12GB/256GB,15990000,Samsung,Tablet,4.9,794,https://www.thegioididong.com/may-tinh-bang/samsung-galaxy-tab-s9-wifi-256gb,07/2023,2025-09-09 19:33:12,Snapdragon 8 Gen 2 for Galaxy,"1 nhân 3.36 GHz, 4 nhân 2.8 GHz & 3 nhân 2 GHz",Adreno 740,12 GB,256 GB,13 MP,12 MP,"11""",Dynamic AMOLED 2X,1600 x 2560 Pixels,120 Hz,Android 13,IP68,8400 mAh,45 W,498 g,Nhôm nguyên khối,"v5.3, Wi-Fi Direct, Wi-Fi 802.11 a/b/g/n/ac/ax, MIMO, Dual-band",,
325526,Máy tính bảng iPad Air 6 M2 13 inch 5G 256GB,23990000,iPad (Apple),Tablet,5.0,80,https://www.thegioididong.com/may-tinh-bang/ipad-air-m2-13-inch-wifi-cellular-256gb,05/2024,2025-09-09 19:33:13,Apple M2 8 nhân,Hãng không công bố,Apple GPU 9 nhân,8 GB,256 GB,12 MP,12 MP,"13""",Retina IPS LCD,2048 x 2732 Pixels,,iPadOS 17,,36.59 Wh,20 W,618 g,Nhôm nguyên khối,"v5.3, Wi-Fi hotspot, Wi-Fi 6E, MIMO, Dual-band",5G,Type-C
320989,Máy tính bảng TCL Tab 10L Gen 2 WiFi 3GB/32GB,2250000,TCL,Tablet,4.9,7143,https://www.thegioididong.com/may-tinh-bang/tcl-tab-10l-gen-2,08/2023,2025-09-09 19:33:15,MediaTek MT8766,1.8 GHz,IMG PowerVR GE8300,3 GB,32 GB,2 MP,2 MP,"10.1""",IPS LCD,800 x 1280 Pixels,60 Hz,Android 13,,6000 mAh,10 W,472 g,Khung nhựa & Mặt lưng kim loại,"Wi-Fi 802.11 a/b/g/n/ac, v5.0",,3.5 mm
339207,Máy tính bảng Xiaomi Redmi Pad 2 4G 4GB/128GB,5890000,Xiaomi,Tablet,5.0,2691,https://www.thegioididong.com/may-tinh-bang/xiaomi-redmi-pad-2-4g-4gb-128gb,06/2025,2025-09-09 19:33:17,MediaTek Helio G100-Ultra 8 nhân,2 nhân 2.2 GHz & 6 nhân 2 GHz,Mali-G57 MC2,4 GB,128 GB,8 MP,5 MP,"11""",IPS LCD,1600 x 2560 Pixels,90 Hz,Xiaomi HyperOS 2,,9000 mAh,18 W,519 g,Kim loại nguyên khối,"v5.3, Wi-Fi 5, Dual-band",Hỗ trợ 4G,3.5 mm
